fake_artist_id	artist_name	fake_track_id	track_title	date_time	elapsed_seconds	play_source	fake_listener_id
117634	Chester Watson	21125	Spliffs (feat. Bobby Raps)	2019-02-08 9:29:53	105	Playlist	19
117634	Chester Watson	162866	Chessmaster	2019-02-08 19:34:32	174	Thumbed Up Track	90
849074	Keri Noble	786728	Ooh-Oh	2019-02-08 20:1:1	10	Station	95
849074	Keri Noble	941221	Imperfect	2019-02-08 23:43:19	143	Playlist	99
849074	Keri Noble	683398	Let It Rain	2019-02-08 22:28:43	165	Thumbed Down Track	7
863620	Fantazzmo	11605	Superman (SupermixP)	2019-02-08 7:55:11	169	Album	2
475495	Miner	144413	Carousel	2019-02-08 21:57:13	17	All Artist Tracks	22
475495	Miner	380471	Tuanaki	2019-02-08 21:29:8	187	Autoplay	74
823498	Elektrik People	7000	Stay Late	2019-02-08 12:44:39	235	Thumbed Up Track	25
845669	Any Given Sin	586048	Dynamite	2019-02-08 15:50:27	179	Thumbed Up Track	66
538125	The Wealthy West	911709	Stormy Weather	2019-02-08 3:24:6	132	Autoplay	83
143351	Patrice O'Neal	793041	Women Don't Know Struggle (Jfl 2008)	2019-02-08 12:26:43	298	Thumbed Down Track	9
747725	Beta Play	906827	Do You Love Me	2019-02-08 19:43:41	172	Thumbed Down Track	95
747725	Beta Play	545139	The Way We Play	2019-02-08 17:23:38	225	Thumbed Up Track	2
567980	Elizabeth Rose	278649	One Shot	2019-02-08 23:48:43	285	Thumbed Up Track	86
133411	The Sleepy Rubies	125699	Great Big Love	2019-02-08 16:45:29	57	Thumbed Up Track	16
75654	Free Worship	821799	Goes On	2019-02-08 21:32:58	181	Thumbed Down Track	91
207782	El Batallon	235245	No Te Pue Killa (Remix) [feat. El Mayor]	2019-02-08 21:53:39	61	Collections	92
417287	Julio Revueltas	83911	ChiaPaz	2019-02-08 22:10:7	96	Collections	72
691564	Clandestino & Yailemm	941001	Brincar, Saltar (Remix) [feat. Nengo Flow & Luigi 21+]	2019-02-08 2:21:3	186	All Artist Tracks	95
691564	Clandestino & Yailemm	358956	Sandungueo (feat. Alexio)	2019-02-08 15:59:43	128	All Artist Tracks	82
138320	Unkle Bob	181469	Better Off	2019-02-08 12:8:29	295	Playlist	79
940944	Joy Williams	558187	We Can Never Go Back (Acoustic)	2019-02-08 21:26:27	257	Thumbed Up Track	1
940944	Joy Williams	248751	Welcome Home (Acoustic)	2019-02-08 9:41:47	108	Thumbed Down Track	52
940944	Joy Williams	941172	Don't Let Me Down	2019-02-08 18:57:46	106	All Artist Tracks	85
382783	Mugison	671409	Ear	2019-02-08 20:47:18	284	Album	3
302748	Julianna Zobrist	910987	Shatterproof	2019-02-08 21:49:53	138	All Artist Tracks	70
956211	Parry Gripp	699061	Sandwich	2019-02-08 7:10:20	196	All Artist Tracks	85
956211	Parry Gripp	427580	Hamster on a Piano	2019-02-08 3:54:12	116	Playlist	25
956211	Parry Gripp	601163	Hero Rats	2019-02-08 1:6:48	275	Thumbed Up Track	86
956211	Parry Gripp	690457	Surfin' Taco	2019-02-08 23:1:0	171	Album	4
956211	Parry Gripp	873814	Neon Pegasus	2019-02-08 19:19:48	188	All Artist Tracks	49
865926	YTCracker	590461	nerd life	2019-02-08 18:5:13	240	Station	4
343484	Justin Sayre	128958	Letters to the Chairman (Live)	2019-02-08 14:48:39	2	Album	10
887843	Khaotic	838360	Get It How I Live	2019-02-08 23:29:44	218	Collections	19
905766	Pat Brown	845570	St. Patrick's Day Parade	2019-02-08 17:20:15	123	Thumbed Up Track	78
50203	God Is An Astronaut	358760	Golden Sky	2019-02-08 16:47:0	63	Collections	79
50203	God Is An Astronaut	775520	Dark Rift	2019-02-08 10:30:42	274	Autoplay	89
207528	Various Artists	327191	Dem Gal Deh Crazy	2019-02-08 18:35:33	122	Station	39
207528	Various Artists	194286	I Get High so High	2019-02-08 20:45:25	133	Thumbed Down Track	93
207528	Various Artists	237605	I Must Achieve	2019-02-08 13:4:24	179	Autoplay	26
207528	Various Artists	712569	Hands Down	2019-02-08 12:43:48	131	Thumbed Down Track	93
207528	Various Artists	870962	What Street?	2019-02-08 2:27:28	142	Station	96
207528	Various Artists	831210	Thai Massage (Jfl 2011)	2019-02-08 8:21:48	252	Collections	80
207528	Various Artists	346640	No Sad Story	2019-02-08 9:13:36	14	Thumbed Down Track	48
207528	Various Artists	165923	Pulling out (Jfl 2012)	2019-02-08 15:57:7	287	Collections	96
207528	Various Artists	947735	Cottage (Jfl 2012)	2019-02-08 23:25:47	142	All Artist Tracks	5
207528	Various Artists	304117	Welcome to Mendoza Line	2019-02-08 9:18:38	47	Collections	88
207528	Various Artists	431063	Turn Down the Lights	2019-02-08 23:18:19	38	Station	90
207528	Various Artists	38484	Afraid of the Dark	2019-02-08 22:3:9	227	Thumbed Up Track	7
207528	Various Artists	553148	Questions Questions	2019-02-08 0:26:27	155	Playlist	53
207528	Various Artists	699841	4th Movement of the Odyssey	2019-02-08 5:48:15	62	Collections	52
207528	Various Artists	490259	Remembrance	2019-02-08 0:47:30	153	Collections	34
207528	Various Artists	333502	Radiohead Concert (Jfl 2012)	2019-02-08 6:32:44	262	Station	4
207528	Various Artists	979378	1944: I Gotta Little Time / We Kiss	2019-02-08 12:39:29	56	Album	59
207528	Various Artists	41721	Christmas Time Again	2019-02-08 13:1:40	47	Thumbed Up Track	12
207528	Various Artists	152054	Fortress	2019-02-08 17:22:58	240	Autoplay	96
207528	Various Artists	833938	Seashell Bikinis (Jfl 2001)	2019-02-08 9:40:18	99	Album	95
207528	Various Artists	910163	2 Me	2019-02-08 20:32:4	297	Playlist	26
207528	Various Artists	825329	Lemon Water (Jfl 2012)	2019-02-08 9:30:41	242	All Artist Tracks	20
207528	Various Artists	527086	Making Love (Jfl 2009)	2019-02-08 12:48:1	263	Autoplay	8
207528	Various Artists	166904	For Me	2019-02-08 22:49:3	289	Thumbed Up Track	23
615034	Old Crow Medicine Show	691105	Lonesome Road Blues	2019-02-08 8:19:37	123	Album	15
615034	Old Crow Medicine Show	651604	That'll Be A Better Day	2019-02-08 10:28:44	12	Playlist	28
502713	Killah Priest	175373	The Seer, the Poet	2019-02-08 2:59:57	168	Collections	45
502713	Killah Priest	391238	L Thianine	2019-02-08 14:31:28	39	Playlist	52
502713	Killah Priest	531232	Love Is Life (feat. Alita Dupray)	2019-02-08 12:10:7	3	All Artist Tracks	11
626706	Meditation Spa	700460	Ambient Clouds of Light	2019-02-08 3:16:30	22	Album	88
626706	Meditation Spa	578999	Angelicus Voices of Angels	2019-02-08 13:27:22	186	Collections	32
626706	Meditation Spa	268410	Augusta	2019-02-08 3:22:43	35	Autoplay	52
626706	Meditation Spa	123222	Yoga Tribe	2019-02-08 5:4:13	143	Collections	73
626706	Meditation Spa	93695	Trees of the Forest	2019-02-08 3:32:59	170	Playlist	43
626706	Meditation Spa	391045	The Fountain	2019-02-08 11:52:8	75	Album	59
626706	Meditation Spa	421164	San Simeon	2019-02-08 20:32:18	169	Thumbed Up Track	10
626706	Meditation Spa	182951	Morro Bay	2019-02-08 7:49:58	135	Playlist	22
626706	Meditation Spa	279060	Big Sur	2019-02-08 19:54:3	270	All Artist Tracks	29
412271	Native American Flute	293541	Native American Flute Music	2019-02-08 11:31:6	34	Autoplay	90
412271	Native American Flute	718728	Dreaming Strong	2019-02-08 8:25:12	77	Thumbed Up Track	99
158876	Claude Debussy	616992	Pavane	2019-02-08 16:37:53	5	Album	42
158876	Claude Debussy	873705	Moonlight Sonata	2019-02-08 3:52:9	168	Autoplay	34
158876	Claude Debussy	990518	Flying	2019-02-08 18:37:17	196	Thumbed Down Track	25
158876	Claude Debussy	869829	Minuet in D Minor	2019-02-08 8:30:39	149	Thumbed Up Track	55
158876	Claude Debussy	861202	Afternoon of a Fawn	2019-02-08 17:51:1	278	All Artist Tracks	77
556804	Christmas Songs	426065	Carol of the Bells	2019-02-08 7:50:4	256	All Artist Tracks	37
556804	Christmas Songs	451337	O Come, O Come Emmanuel	2019-02-08 22:16:56	18	Thumbed Up Track	88
556804	Christmas Songs	42820	Christmas Songs	2019-02-08 10:5:23	207	Thumbed Down Track	45
735756	Amazing Grace	777601	Near to the Heart of God	2019-02-08 5:51:48	250	Station	4
735756	Amazing Grace	340906	America, My Country Tis of Thee	2019-02-08 4:15:7	272	Album	22
476552	Classical New Age Piano Music	529397	Adagio Con Amore (Piano and Violin)	2019-02-08 16:58:23	107	Autoplay	52
554911	Relaxing Piano Music Consort	752295	What Are You Doing for the Rest of Your Life	2019-02-08 7:2:18	12	Autoplay	16
223602	Herman's Hermits	64805	There's a Kind of Hush (Re-Record)	2019-02-08 19:39:35	294	Autoplay	35
899547	RiFF Raff	332499	Lil Mama I'm Sorry	2019-02-08 14:51:36	106	Thumbed Down Track	93
627478	Puscifer	498667	Toma	2019-02-08 16:24:10	287	Autoplay	24
627478	Puscifer	295231	The Rapture (Fear Is a Mind Killa Mix)	2019-02-08 14:46:35	92	Autoplay	75
627478	Puscifer	642861	Momma Sed (Live)	2019-02-08 12:1:18	218	Autoplay	25
627478	Puscifer	524584	Rev 22-20	2019-02-08 21:34:52	105	All Artist Tracks	72
627478	Puscifer	81507	Life of Brian (Apparently You Haven't Seen)	2019-02-08 7:25:34	72	Thumbed Down Track	79
292886	Fiji	833601	Rise and Stand	2019-02-08 3:0:21	143	Playlist	39
280165	Behold...The Arctopus	713586	Exospacial Psionic Aura	2019-02-08 18:4:52	116	All Artist Tracks	9
751539	Ted Winslow	427200	Love and Passion 528 Hz	2019-02-08 17:47:35	185	Collections	31
751539	Ted Winslow	193913	Minor Ascending Arpeggios	2019-02-08 21:35:26	30	Album	55
751539	Ted Winslow	201471	Transcending Time (660 Hz)	2019-02-08 15:55:13	89	Collections	29
722378	The Tony Danza Tapdance Extravaganza	325510	Passenger 57	2019-02-08 8:11:33	299	Playlist	56
722378	The Tony Danza Tapdance Extravaganza	661369	This Cut Was the Deepest	2019-02-08 15:6:47	4	Album	36
688890	The Compulsions	343214	She's So F****n' Sexy	2019-02-08 17:57:20	171	All Artist Tracks	15
507203	Romans	245506	All Those Wrists	2019-02-08 2:52:24	87	Thumbed Up Track	10
131007	The Tony Danza Tap Dance Extravagnza	62828	Crunchy Black Did Me in at Midnight Madness	2019-02-08 10:49:27	150	Autoplay	36
942618	Ryan Innes	949020	I Need a Lover	2019-02-08 5:33:10	167	Collections	77
360050	Handsome and Gretyl	119114	Avalanche	2019-02-08 19:15:0	52	Thumbed Up Track	41
360050	Handsome and Gretyl	762838	Sure	2019-02-08 11:41:15	185	Thumbed Up Track	65
655023	Vinnie Paz	894481	Kill 'Em All	2019-02-08 16:43:46	30	Playlist	26
655023	Vinnie Paz	722348	God Bless	2019-02-08 12:15:53	5	Album	12
655023	Vinnie Paz	992945	Bleed for Me	2019-02-08 23:30:7	185	Station	83
655023	Vinnie Paz	764958	Paul and Paz	2019-02-08 7:53:31	85	Playlist	88
655023	Vinnie Paz	493572	God's Shadow	2019-02-08 18:29:37	262	Thumbed Up Track	42
102900	Allan Sherman	907751	The Zax	2019-02-08 20:39:34	292	Playlist	55
931749	Amandititita	55981	Eres Un Mamón	2019-02-08 0:40:21	154	Autoplay	80
807662	Ricardo Sanchez	548629	You Are Good	2019-02-08 15:20:9	204	Collections	63
807662	Ricardo Sanchez	731933	Make Me An Answer	2019-02-08 13:18:35	270	Collections	92
807662	Ricardo Sanchez	597843	Thank You, Thank You	2019-02-08 13:40:0	19	Thumbed Up Track	25
944216	Every You	44833	Homesick	2019-02-08 7:19:53	229	Thumbed Down Track	68
863503	Big D and the Kids Table	522080	Static	2019-02-08 8:39:33	232	Playlist	44
863503	Big D and the Kids Table	703487	Don't Compare Me to You	2019-02-08 12:18:35	159	Autoplay	75
863503	Big D and the Kids Table	102616	Our First Day	2019-02-08 10:5:35	154	Playlist	31
436716	Flame	910982	All In (feat. KB)	2019-02-08 7:19:45	28	Autoplay	5
436716	Flame	637861	Sanctuary (feat. Mike Real)	2019-02-08 11:11:35	175	Thumbed Up Track	99
436716	Flame	583437	Dad	2019-02-08 21:41:52	113	Album	22
921865	Tiwa Savage	100918	Sugarcane	2019-02-08 18:0:43	275	Autoplay	63
921865	Tiwa Savage	743853	All Over	2019-02-08 17:56:50	17	Station	26
660030	Bracket	177308	Baby Mu	2019-02-08 3:46:34	183	Station	94
660030	Bracket	811865	Egbe Belu (feat. Flavour)	2019-02-08 17:57:27	102	Album	62
660030	Bracket	464304	Soko (feat. DJ Arafat)	2019-02-08 0:18:29	92	Thumbed Up Track	96
660030	Bracket	560825	Alive (feat. Diamond & Tiwa Savage)	2019-02-08 1:5:30	161	Collections	27
702770	Williams and Ree	831442	I Love Fat Women	2019-02-08 11:29:50	103	Autoplay	93
886844	Bjork Ostrom	668652	Not Like I'm Trying	2019-02-08 21:34:40	287	Playlist	75
149908	BINARY STAR	128353	I Know Why the Caged Bird Sings (Jail) (feat. Senim Silla)	2019-02-08 16:6:42	5	Collections	57
149908	BINARY STAR	969953	One Man Army (feat. One Be Lo)	2019-02-08 21:47:5	271	Collections	14
149908	BINARY STAR	203584	The Kgb (Intro)	2019-02-08 21:16:27	96	Thumbed Up Track	36
965423	The Reigning Monarchs	214895	Nutskanker Sweet	2019-02-08 8:31:0	68	Station	63
713734	RiFF RaFF	401469	Deion Sandals	2019-02-08 6:56:36	134	All Artist Tracks	79
449701	Brushville	387231	Country Crazy	2019-02-08 21:26:43	19	Autoplay	55
154010	San Quinn	679352	1 Bottle	2019-02-08 3:46:19	271	Collections	1
570300	Jagged Edge	221091	Give In	2019-02-08 16:47:31	225	Album	49
570300	Jagged Edge	854671	Like Hail	2019-02-08 12:45:10	151	All Artist Tracks	29
46961	Erika Vidrio	688298	Loco De Remate	2019-02-08 8:17:33	204	Thumbed Down Track	37
46961	Erika Vidrio	691477	El Destino Se Equivoca	2019-02-08 16:29:37	144	All Artist Tracks	58
68312	LEAH	142872	Arcadia	2019-02-08 2:45:1	284	Station	27
577669	Luna	190500	Fire in Cairo	2019-02-08 21:22:20	251	Thumbed Up Track	22
924481	CRUCIFIX	48990	Break These Bonez	2019-02-08 0:27:54	183	Thumbed Up Track	6
782100	Kina Grannis	680955	Young Dumb & Broke	2019-02-08 14:14:11	256	Thumbed Up Track	100
125609	David Choi	314596	What Do You Know	2019-02-08 16:59:15	164	Thumbed Down Track	92
976305	Kyle Lucas	79818	Vice (feat. Camm Hunter & STS)	2019-02-08 3:46:4	162	Station	50
525054	T.R.E.	421455	Sound Good	2019-02-08 0:47:32	62	All Artist Tracks	21
812275	Dean Martin	600394	True Love (Duet)	2019-02-08 3:59:53	279	Autoplay	47
51711	Harvard	743096	Tenebroso	2019-02-08 11:55:6	274	Collections	20
568984	Codie Prevost	613618	Someday	2019-02-08 7:43:43	87	Collections	17
483080	Grabbitz	435737	Friends (feat. Faustix)	2019-02-08 13:4:47	242	Autoplay	75
901281	Joey & Rory	296300	Made to Last	2019-02-08 5:35:45	292	Thumbed Down Track	55
304563	RA	591168	Fallen Angels	2019-02-08 21:56:24	26	Autoplay	3
304563	RA	198012	Don't Turn Away	2019-02-08 6:3:10	64	All Artist Tracks	2
779050	Scarlett Rabe	342371	For Good (Goodbye)	2019-02-08 19:35:27	275	Autoplay	22
975508	Conjunto Amanecer	108245	Quiereme	2019-02-08 4:8:8	248	All Artist Tracks	91
650298	John Heffron	997900	Haircut scizzorhands	2019-02-08 17:45:12	292	All Artist Tracks	9
727148	Trick Trick	381472	From tha D Remix (feat. Eminem & Kid Rock)	2019-02-08 1:36:3	253	Thumbed Up Track	43
243423	Armando Palomas	735900	Amanecer Tequilita	2019-02-08 21:2:54	133	Collections	22
988755	Miracles of Modern Science	209683	Eating Me Alive	2019-02-08 12:24:33	213	Thumbed Up Track	17
764919	Men Of Judah	812090	Rest In You	2019-02-08 22:59:3	115	Thumbed Down Track	98
128939	zebrahead	664037	Hmp	2019-02-08 16:34:4	96	Thumbed Up Track	34
128939	zebrahead	725643	Just The Tip	2019-02-08 22:33:57	162	Autoplay	70
511628	The Classic Crime	36620	The Third Way	2019-02-08 10:25:45	20	Collections	5
669450	Metalachi	795465	Give Me Some Chon Chon	2019-02-08 7:12:36	24	Station	15
681868	Charles Billingsley	522198	My God Is Real	2019-02-08 14:45:45	104	Autoplay	79
681868	Charles Billingsley	75143	Come Thou Fount	2019-02-08 17:35:37	114	Collections	36
681868	Charles Billingsley	984523	Fairest Lord Jesus	2019-02-08 9:33:35	257	All Artist Tracks	43
681868	Charles Billingsley	780649	Ave Maria	2019-02-08 6:40:23	263	Album	70
840620	Jesse Colin Young	221648	Maui Sunrise	2019-02-08 13:14:0	134	Thumbed Down Track	58
840620	Jesse Colin Young	783535	Higher and Higher	2019-02-08 2:31:58	199	Playlist	84
840620	Jesse Colin Young	879663	Miss Hesitation	2019-02-08 1:48:7	143	Thumbed Up Track	45
393683	Messiah	267009	Te Dejaste Amar	2019-02-08 23:28:4	86	Collections	56
134228	Doomtree	99718	Beacon	2019-02-08 14:41:41	190	Station	49
134228	Doomtree	361886	Own Yours	2019-02-08 4:36:21	49	Station	10
493046	Lilly Goodman	590686	Si Ves a Mi Amado - Pista	2019-02-08 12:31:29	154	All Artist Tracks	29
491007	Tercer Cielo (Juan Carlos Y Marcos)	36185	Hoy Te Permito Odiar	2019-02-08 9:21:13	252	Collections	85
981858	Faith Marie	182292	figure it out	2019-02-08 10:31:20	158	Thumbed Down Track	26
337545	Henry Lee Summer	924017	Spirit In The Sky	2019-02-08 20:19:57	66	Thumbed Up Track	35
337545	Henry Lee Summer	500412	Just Another Day	2019-02-08 23:46:37	282	Playlist	76
510444	Drumma Boy	192849	Dolla Signs (feat. Beanie Sigel & 8 Ball & Mjg)	2019-02-08 23:20:20	116	Collections	55
481422	Get Dead	643468	Lead Foot	2019-02-08 4:1:39	260	Album	74
856084	Mike Mictlan	557575	...The End	2019-02-08 2:14:16	208	Station	57
220559	Omar LinX	819173	Stepping Stones	2019-02-08 18:26:12	172	Collections	14
260999	Jo Blankenburg	590439	Chiron	2019-02-08 14:15:24	52	Playlist	36
260999	Jo Blankenburg	217279	Kingdom of Avilion	2019-02-08 19:41:51	266	Collections	99
260999	Jo Blankenburg	490683	Garador's Flight	2019-02-08 1:4:27	159	All Artist Tracks	84
962266	Sadboy Loko	576065	These Streets (feat. Oso Vicious)	2019-02-08 1:51:13	234	Playlist	20
962266	Sadboy Loko	978192	On the Low	2019-02-08 1:9:25	140	Collections	82
438959	Louis Landon	549219	Heartland	2019-02-08 15:42:19	233	Station	35
438959	Louis Landon	561399	Thankful	2019-02-08 19:55:48	158	All Artist Tracks	89
438959	Louis Landon	876071	Sky Gliding	2019-02-08 7:5:55	149	Station	80
438959	Louis Landon	435609	Breathe	2019-02-08 12:24:12	175	Album	80
438959	Louis Landon	25234	Departure	2019-02-08 23:46:56	27	Thumbed Up Track	80
756695	John Philip Sousa	295119	At the Movies Suite - The Crafty Villain and the Timid Maid	2019-02-08 19:43:35	173	All Artist Tracks	35
579297	Sonnie Badu	669472	Imela	2019-02-08 0:19:36	206	All Artist Tracks	11
579297	Sonnie Badu	511362	New Worship Medley (feat. Toye D. Toye)	2019-02-08 14:42:8	34	All Artist Tracks	95
579297	Sonnie Badu	782985	Halleluyah I Long To Worship	2019-02-08 17:47:4	119	Thumbed Up Track	6
639829	Ziggy	741863	Replay (feat. Brittany Bae)	2019-02-08 20:2:23	77	Thumbed Up Track	64
639829	Ziggy	456176	Look Back at It (feat. Slim Jenkinz)	2019-02-08 19:0:34	114	Collections	74
286943	Honor Bright	641305	Kid Tested, Mother Approved	2019-02-08 10:39:42	23	Playlist	85
745043	JPRiZM	757539	Planes 2 Sea	2019-02-08 4:29:10	277	Thumbed Up Track	64
998764	FEAR	624185	Beerfight	2019-02-08 21:13:25	235	Thumbed Up Track	30
12744	Teddy Afro	68904	Arenguade Meret	2019-02-08 2:27:31	35	Collections	83
12744	Teddy Afro	266066	Lela Alawekem	2019-02-08 22:21:18	11	Collections	73
12744	Teddy Afro	779497	Ja Yasteserial	2019-02-08 18:3:48	144	Thumbed Up Track	48
12744	Teddy Afro	58925	Sew	2019-02-08 14:2:32	279	All Artist Tracks	72
345928	Kabaka Pyramid	251851	Well Done	2019-02-08 20:22:4	46	Autoplay	54
345928	Kabaka Pyramid	651167	Lyrics Deity	2019-02-08 11:47:30	132	Station	7
345928	Kabaka Pyramid	662180	Meaning of Life	2019-02-08 21:56:20	131	All Artist Tracks	37
345928	Kabaka Pyramid	757458	Blessed Is the Man	2019-02-08 22:10:33	83	Thumbed Up Track	69
191790	Joel Piper	147998	Heaven Down to Earth	2019-02-08 6:9:58	121	Station	70
505956	Elysian Fields	729409	Church Of The Holy Family	2019-02-08 6:18:37	133	Collections	92
505956	Elysian Fields	821849	Old Old Wood	2019-02-08 7:30:15	157	Station	93
269637	Tommy Fleming	197855	Bright Blue Rose	2019-02-08 8:45:49	48	Collections	1
269637	Tommy Fleming	522160	Danny Boy	2019-02-08 19:0:12	163	Station	36
124346	Flavour	170618	Ashawo (Remix), Pt. 1	2019-02-08 9:56:8	283	Thumbed Up Track	84
577383	Iyanya	435986	Wambi	2019-02-08 12:7:11	295	Playlist	79
577383	Iyanya	543034	Baby Daddy (feat. Banky W)	2019-02-08 13:22:20	230	All Artist Tracks	91
577383	Iyanya	868236	Awade (feat. Dammy Krane)	2019-02-08 14:1:52	229	Thumbed Down Track	26
577383	Iyanya	525924	Yoga (feat. Victoria Kimani)	2019-02-08 7:45:40	289	Playlist	61
899914	Lani Flaze	221185	Playground	2019-02-08 9:52:53	271	Thumbed Up Track	3
762621	Sumo Cyco	984463	Words	2019-02-08 0:20:16	197	Thumbed Up Track	29
145638	Los Igualados	578852	Y Aqui Todo Se Acabo	2019-02-08 22:40:43	230	Thumbed Down Track	94
357989	Gospel Gangstaz	383556	Caught Up (feat. Trin-i-tee 5:7)	2019-02-08 15:55:10	47	Thumbed Down Track	80
357989	Gospel Gangstaz	564957	Don't Dance (feat. Bootsy Collins & Young Job)	2019-02-08 4:23:54	239	Station	4
280186	Focus The Truth	530820	City of Angels	2019-02-08 18:8:41	108	All Artist Tracks	62
128372	John Murphy	743813	Strobe (Tyler Barton Remix)	2019-02-08 10:28:44	184	Station	52
936161	Dela	686884	Multi Barz of Fury (Remix) [feat. Cl Smooth]	2019-02-08 8:57:14	257	Autoplay	96
400055	Brother Blake	731868	In My Eyes	2019-02-08 15:29:29	66	Thumbed Down Track	42
624081	Messy Marv	351049	G's	2019-02-08 6:37:34	282	Station	13
624081	Messy Marv	407023	Shout out 2 Oakland	2019-02-08 15:56:19	287	Album	55
624081	Messy Marv	679352	1 Bottle	2019-02-08 8:32:25	194	All Artist Tracks	57
624081	Messy Marv	678154	Lady Dajour	2019-02-08 13:13:44	215	Thumbed Up Track	43
267634	Calling Glory	750175	From Heaven to Earth	2019-02-08 0:22:58	169	Station	70
264454	Charlie Parra del Riego	225274	March of the Nutcracker	2019-02-08 22:3:19	160	All Artist Tracks	45
264454	Charlie Parra del Riego	553332	Greensleeves	2019-02-08 8:33:41	89	Playlist	95
87927	Mother Goose Club	679830	Hickory, Dickory, Dock	2019-02-08 16:56:47	251	Album	37
87927	Mother Goose Club	885175	Diddle, Diddle, Dumpling	2019-02-08 6:32:36	267	All Artist Tracks	84
87927	Mother Goose Club	617541	Five Little Monkeys	2019-02-08 19:13:40	54	Station	11
87927	Mother Goose Club	900691	Where Is Thumbkin?	2019-02-08 17:58:39	174	Thumbed Down Track	31
87927	Mother Goose Club	627559	Skip to My Lou	2019-02-08 15:30:27	62	Thumbed Up Track	78
87927	Mother Goose Club	725550	Peter, Peter, Pumpkin Eater	2019-02-08 0:21:29	101	Thumbed Down Track	51
87927	Mother Goose Club	337061	Mary, Mary, Quite Contrary	2019-02-08 15:46:22	129	Autoplay	68
87927	Mother Goose Club	183494	Skip to My Lou	2019-02-08 5:55:45	207	Station	12
87927	Mother Goose Club	7471	Jack and Jill	2019-02-08 20:27:44	52	Album	38
87927	Mother Goose Club	981993	Three Little Kittens	2019-02-08 0:42:48	102	Playlist	53
111465	CTA (California Transit Authority)	726424	Happy Cause I'm Going Home	2019-02-08 13:37:22	34	Album	74
111465	CTA (California Transit Authority)	17265	Bonus Track: 25 or 6 to 4 (live at the 2006 Modern Drummer Festival)	2019-02-08 9:58:29	180	All Artist Tracks	7
111465	CTA (California Transit Authority)	25171	Sacred Ground	2019-02-08 9:34:50	147	Album	20
328800	Viento En Contra	39246	Peligroso Amarte	2019-02-08 14:25:55	78	All Artist Tracks	3
328800	Viento En Contra	712689	Peleando Con Dios	2019-02-08 22:50:2	237	All Artist Tracks	59
440072	Bramma	955433	Earth Is Our Home	2019-02-08 23:17:31	79	Autoplay	11
760139	Voicemail	341243	Hanky Panky	2019-02-08 19:50:58	183	Album	13
850441	Lukas Nelson and Promise of the Real	318740	Toppers	2019-02-08 20:53:11	26	Playlist	42
682003	Ari Hest	654297	Reason to Believe (2009)	2019-02-08 7:44:58	58	Playlist	37
682003	Ari Hest	28610	Leaving Her Alone	2019-02-08 4:24:45	72	Thumbed Up Track	26
682003	Ari Hest	743148	Trouble	2019-02-08 8:10:4	181	Playlist	93
965026	Crazy	124800	Come Party	2019-02-08 12:16:28	259	Thumbed Up Track	87
821369	Wax Fang	833532	The Astronaut Part 3	2019-02-08 14:30:16	54	Autoplay	58
244442	Toots & the Maytals	777771	Three Little Birds	2019-02-08 18:42:23	166	Thumbed Down Track	71
244442	Toots & the Maytals	858356	Holy Holy	2019-02-08 11:8:52	263	Thumbed Down Track	61
55164	Dead Combo	830066	Cuba 1970	2019-02-08 15:55:2	72	Collections	37
489161	Aslan	438513	We Did	2019-02-08 1:30:12	41	Collections	52
807011	Jamey Johnson, Twiggy Ramirez & Shooter Jennings	745191	You Are My Sunshine	2019-02-08 5:26:3	242	Thumbed Down Track	44
529136	A Perfect Circle	785712	Rose (Live)	2019-02-08 12:43:4	109	Playlist	7
529136	A Perfect Circle	973274	The Outsider (Live)	2019-02-08 7:58:6	282	Station	29
529136	A Perfect Circle	372176	Blue (Live)	2019-02-08 4:25:36	21	Station	82
905853	Nick Howard	767808	Million Dollars	2019-02-08 11:35:25	115	Thumbed Up Track	37
112947	Sophistafunk	74484	Bruce Lee	2019-02-08 0:37:22	148	Thumbed Up Track	17
415677	Qbo	41051	Por Alejarme	2019-02-08 8:57:42	25	Station	27
314745	Go Fish	200585	What A Great Day	2019-02-08 13:49:45	69	Collections	53
314745	Go Fish	159748	White Christmas	2019-02-08 21:57:1	207	Thumbed Down Track	36
174177	KAZAKY	817045	Last Night	2019-02-08 20:11:47	273	Collections	88
174177	KAZAKY	740859	Love	2019-02-08 2:29:22	32	Album	4
957332	Trocadero	319808	Bate	2019-02-08 3:53:38	70	Playlist	60
957332	Trocadero	561662	Best Girl	2019-02-08 16:31:44	276	Station	87
668982	The Bronx	158658	Strobe Life	2019-02-08 10:3:20	221	Station	80
736710	Mr. Pookie	440824	Whatchallwannado	2019-02-08 10:54:26	124	Album	98
105956	Angela Moss Poole	585506	Miracles Radio Mix (feat. Rod Lumpkin Ii)	2019-02-08 15:43:41	87	Playlist	6
196524	Snow Tha Product	213880	Holy Shit	2019-02-08 7:51:8	138	Station	99
756986	Rob Leveridge	453156	Do a Great Work in Me	2019-02-08 15:53:40	267	Playlist	63
823516	Burna Boy	414302	Wickedest Luv	2019-02-08 21:51:49	199	Collections	89
350959	Lindsey Stirling	554078	Brave Enough (feat. Christina Perri)	2019-02-08 18:23:5	53	Thumbed Down Track	65
548879	Cody Cooke and the Bayou Outlaws	450384	Doin' My Thing	2019-02-08 9:54:13	152	Station	76
